ID,Site,Sub-layer,Raw.material,Fire,Cortex,Cortex.position,Class,Blank,Blank.technology,Technology,Preservation,Length,Width,Thickness,Platform.width,Platform.thickness,Platform.type,Platform.shape,Dorsal.thinning,Bulb,Bulbar.scars,Bulb.type,Shattered.bulb,Lip,Lip.type,Knapping.technique,Curvature,Torsion,Section,Blank.shape,Scar.pattern,Scar.Pattern.2,Distal.end,Plunging,Bladelet.negatives,Typology,Typology.new,Typology.macro,Aurignacian.retouch,Retouch.position,Dorsal.retouch.localization,Ventral.retouch.localization,left_right,unilateral_bilateral,Angle.retouch.left,Angle.retouch.right,Angle.retouch.base.apex,Retouch.type.left,Retouch.type.right,Retouch.type.base.apex,Retouch.shape.left,Retouch.shape.right,Retouch.shape.base.apex,Max.retouch.length,Bulin.spalls.negative,Torsion.simplified,Platform_ratio,Robustness,Elongation,Volume,Area,Scanner,model.3D
Ca_1329,Cala,AU13,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Carinated,Optimal,Complete,11.60000038,4.199999809,1,1.200000048,0.400000006,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Straight,0,Triangular,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.000000075,4.199999809,2.761904978,NA,NA,NA,NA
Ca_1330,Cala,AU13,Chert,FALSE,0%,NA,Blank,Bladelet,Carinated,Optimal,Complete,12.5,5.400000095,2.400000095,1.799999952,0.100000001,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Straight,0,Triangular,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,17.99999925,2.24999995,2.314814774,NA,NA,NA,NA
Ca_1331,Cala,AU11,Chert,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,9.300000191,13.19999981,2.599999905,1,0.699999988,Plain,Triangular,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,Curved,0,Polyhedral,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Straight,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1.428571453,5.07692319,0.704545479,NA,NA,NA,NA
Ca_1332,Cala,AU11,Siliceous limestone,FALSE,0%,NA,Blank,Bladelet,Carinated,Optimal,Complete,10.5,3.799999952,1.299999952,1.299999952,0.100000001,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Straight,0,Triangular,Convergent,Unidirectional parallel,Unidirectional parallel,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,12.99999933,2.923076994,2.763157929,NA,NA,NA,NA
Ca_1333,Cala,AU11,Radiolarite,FALSE,100%,NA,Blank,Flake,Cortical,Initialization,Complete,22.5,13,5.699999809,2.700000048,2.400000095,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,1R,Lateral steep,Sub-parallel,Unidirectional,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1.124999975,2.280701831,1.730769231,NA,NA,NA,NA
Ca_1334,Cala,AU11,Radiolarite,FALSE,100%,NA,Blank,Flake,Cortical,Initialization,Proximal,25.39999962,30.5,8.300000191,NA,NA,Absent,NA,FALSE,TRUE,FALSE,Pronounced,Concave,FALSE,Absent,bipolar,Straight,0,Rectangular,Sub-parallel,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,3.674698711,0.832786873,NA,NA,NA,NA
Ca_1335,Cala,AU11,Chert,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,21.79999924,9.800000191,3.700000048,2.700000048,0.899999976,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved slightly,1R,Lateral steep,Sub-parallel,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,3.000000132,2.648648666,2.224489675,NA,NA,NA,NA
Ca_1336,Cala,AU11,Chert,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,15.80000019,5.300000191,1.399999976,1.5,0.200000003,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved,1R,Triangular,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,7.499999888,3.785714486,2.981132004,NA,NA,NA,NA
Ca_1337,Cala,AU11,Chert,FALSE,0%,NA,Blank,Flakelet,Carinated,Optimal,Complete,12.60000038,8.699999809,1.399999976,2.099999905,0.5,Plain,Rectangular,FALSE,FALSE,FALSE,Absent,NA,TRUE,Pronounced,NA,Curved,0,Trapezoidal,Irregular,Unidirectional convergent,Unidirectional convergent,Irregular,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4.199999809,6.214285684,1.448275938,NA,NA,NA,NA
Ca_1338,Cala,AU11,Chert,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,12,9.199999809,1.399999976,1.5,0.699999988,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,Curved,0,Polyhedral,Convex,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.142857179,6.571428547,1.304347853,NA,NA,NA,NA
Ca_1339,Cala,AU12,Radiolarite,FALSE,0%,NA,Blank,Flake,Maintenance flaking surface/platform,Maintenance,Complete,17.29999924,23.10000038,9.100000381,20.70000076,9,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Curved,0,Polyhedral,Convergent,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.300000085,2.538461474,0.748917704,NA,NA,NA,NA
Ca_1340,Cala,AU12,Radiolarite,FALSE,0%,NA,Blank,Blade,Neo-crest,Maintenance,Proximal,NA,13.10000038,8,6,4.599999905,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Pronounced,NA,Straight,0,Triangular,Sub-parallel,Unidirectional parallel + crossed,Other,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1.304347853,1.637500048,NA,NA,NA,NA,NA
Ca_1341,Cala,AU12,Radiolarite,FALSE,1-33%,Distal,Blank,Flake,Semi-cortical,Semi-cortical,Complete,22,15.69999981,5.400000095,0.200000003,0.200000003,Punctiform,Punctiform,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,0,Lateral steep,Sub-parallel,Unidirectional,Unidirectional parallel,Straight,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,2.907407321,1.401273902,NA,NA,NA,NA
Ca_1342,Cala,AU12,Chert,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,21.79999924,9.600000381,2.900000095,3.599999905,1,Plain,Rectangular,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Straight,0,Trapezoidal,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.599999905,3.31034485,2.270833164,NA,NA,NA,NA
Ca_1343,Cala,AU12,Chert,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,15.60000038,10.10000038,2.700000048,3.599999905,1.399999976,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Pronounced,NA,Curved slightly,0,Trapezoidal,Comma-like,Unidirectional convergent,Unidirectional convergent,Straight,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.571428547,3.740740816,1.544554435,NA,NA,NA,NA
Ca_1344,Cala,AU12,Radiolarite,FALSE,1-33%,Distal,Blank,Flake,Maintenance carinated,Maintenance,Complete,11.60000038,7.900000095,1.700000048,3,1.100000024,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Pronounced,NA,Curved,0,Trapezoidal,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Straight,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.727272668,4.647058749,1.468354461,NA,NA,NA,NA
Ca_1345,Cala,AU12,Chert,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,14.60000038,9.199999809,1.399999976,1.799999952,0.400000006,Plain,Rectangular,FALSE,FALSE,FALSE,Absent,NA,TRUE,Pronounced,NA,Curved,1L,Trapezoidal,Comma-like,Unidirectional parallel,Unidirectional parallel,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,4.499999814,6.571428547,1.586956596,NA,NA,NA,NA
Ca_1346,Cala,AU12,Unknown,FALSE,0%,NA,Blank,Flakelet,Carinated,Optimal,Complete,11.69999981,7,1.299999952,2.200000048,0.899999976,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Pronounced,NA,Straight,1R,Triangular,Irregular,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,2.444444562,5.384615582,1.671428544,NA,NA,NA,NA
Ca_1347,Cala,AU11,Radiolarite,FALSE,66-99%,NA,Core,Other,Other,Other,Other,26.70000076,14.80000019,12.89999962,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14728687,1.804054082,2505.626465,1018.757725,Artec.Micro,yes
Ca_1348,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,13.30000019,19.29999924,4.400000095,2.799999952,0.100000001,Linear,Linear,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,Curved slightly,0,Trapezoidal,Irregular,Unidirectional parallel,Unidirectional parallel,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,27.99999911,4.386363368,0.689119208,NA,NA,NA,NA
Ca_1349,Cala,AU11,Chert,FALSE,0%,NA,Blank,Flake,Optimal production,Optimal,Complete,24.29999924,16.29999924,3.099999905,2.200000048,0.699999988,Plain,Oval,FALSE,TRUE,FALSE,Pronounced,NA,TRUE,Pronounced,NA,Curved intense,1L,Trapezoidal,Irregular,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,3.142857264,5.258064432,1.490797569,NA,NA,NA,NA
Ca_1350,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,18,7.800000191,2.200000048,2.200000048,1.100000024,Plain,Rectangular,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,0,Triangular,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2,3.545454555,2.307692251,NA,NA,NA,NA
Ca_1351,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,8.699999809,11.10000038,2.299999952,2.5,0.200000003,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Straight,0,Trapezoidal,Comma-like,Unidirectional parallel,Unidirectional parallel,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,12.49999981,4.826087222,0.78378374,NA,NA,NA,NA
Ca_1352,Cala,AU11,Chert,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,9.300000191,14,2.700000048,3.5,1.200000048,Plain,Rectangular,FALSE,FALSE,FALSE,Absent,NA,TRUE,Pronounced,NA,Straight,0,Polyhedral,Comma-like,Unidirectional parallel,Unidirectional parallel,Straight,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.916666551,5.185185094,0.664285728,NA,NA,NA,NA
Ca_1353,Cala,AU10,Radiolarite,FALSE,66-99%,Distal;Middle,Blank,Flake,Cortical,Initialization,Complete,27.20000076,39.70000076,8.399999619,8.699999809,3.599999905,Plain,Rectangular,FALSE,TRUE,TRUE,Moderate,NA,FALSE,Absent,NA,Straight,0,Rectangular,Irregular,Unidirectional,Unidirectional parallel,Straight,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.416666678,4.726190782,0.685138545,NA,NA,NA,NA
Ca_1354,Cala,AU10,Radiolarite,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,16,13,5.199999809,2.299999952,0.100000001,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved slightly,1L,Lateral steep,Irregular,Unidirectional transversal,Other,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,22.99999918,2.500000092,1.230769231,NA,NA,NA,NA
Ca_1355,Cala,AU10,Chert,FALSE,0%,NA,Blank,Flake,Lateral,Maintenance,Complete,13.60000038,17.5,3.200000048,3,1.100000024,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Pronounced,NA,Curved,1L,Polyhedral,Comma-like,Unidirectional parallel,Unidirectional parallel,Straight,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,2.727272668,5.468749919,0.777142879,NA,NA,NA,NA
Ca_1356,Cala,AU10,Radiolarite,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,9.399999619,7.599999905,1.799999952,2,0.600000024,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved slightly,0,Triangular,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.333333201,4.222222281,1.236842071,NA,NA,NA,NA
Ca_1357,Cala,AU10,Chert,FALSE,0%,NA,Blank,Bladelet,Carinated,Optimal,Complete,12,3.599999905,1.5,1.700000048,0.100000001,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved intense,1R,Triangular,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,17.00000022,2.399999936,3.333333422,NA,NA,NA,NA
Ca_1358,Cala,AU13,Radiolarite,FALSE,0%,NA,Blank,Flake,Optimal production,Optimal,Complete,26.70000076,38.79999924,8.800000191,13.5,5.199999809,Plain,Irregular,FALSE,TRUE,TRUE,Pronounced,NA,FALSE,Absent,NA,Straight,0,Trapezoidal,Irregular,Unidirectional,Unidirectional parallel,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.596153941,4.409090727,0.688144363,NA,NA,NA,NA
Ca_1359,Cala,AU13,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Lateral,Maintenance,Complete,25.5,8,3.599999905,2.799999952,0.800000012,Plain,Rectangular,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,Curved,2L,Polyhedral,Sub-parallel,Unidirectional convergent,Unidirectional convergent,Straight,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,3.499999888,2.222222281,3.1875,NA,NA,NA,NA
Ca_1360,Cala,AU13,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,16.5,6.699999809,2.400000095,1.299999952,1.200000048,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Pronounced,NA,Curved slightly,1L,Triangular,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1.083333251,2.791666476,2.462686637,NA,NA,NA,NA
Ca_1361,Cala,AU13,Radiolarite,FALSE,1-33%,Middle,Blank,Bladelet,Neo-crest,Maintenance,Complete,21.39999962,7.699999809,4.699999809,1.399999976,0.800000012,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved,1L,Lateral steep,Convergent,Unidirectional parallel + crossed,Other,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1.749999944,1.638297898,2.779220799,NA,NA,NA,NA
Ca_1362,Cala,AU13,Chert,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,14.5,4.400000095,1.399999976,1.700000048,0.100000001,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved,0,Trapezoidal,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,17.00000022,3.142857264,3.295454474,NA,NA,NA,NA
Ca_1363,Cala,AU13,Radiolarite,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,10,11.39999962,1.700000048,0.699999988,0.100000001,Linear,Linear,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Curved,0,Polyhedral,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Straight,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,6.999999776,6.70588194,0.877193012,NA,NA,NA,NA
Ca_1364,Cala,AU13,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,15.69999981,7.400000095,2.099999905,2.299999952,0.600000024,Plain,Rectangular,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Curved slightly,1R,Trapezoidal,Convergent,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,3.833333102,3.523809729,2.121621569,NA,NA,NA,NA
Ca_1365,Cala,AU12,Radiolarite,FALSE,0%,NA,Blank,Flake,Centripetal,Optimal,Complete,26,28.70000076,6.800000191,11.39999962,4,Plain,Oval,FALSE,TRUE,FALSE,Pronounced,NA,FALSE,Absent,NA,Straight,0,Flat,Convex,Centripetal,Other,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.849999905,4.220588229,0.905923321,NA,NA,NA,NA
Ca_1366,Cala,AU12,Chert,FALSE,33-66%,Middle,Blank,Flake,Semi-cortical,Semi-cortical,Complete,18.5,40.09999847,17,25.79999924,15.10000038,Plain,Oval,FALSE,TRUE,FALSE,Pronounced,NA,FALSE,Absent,NA,Straight,0,Rectangular,Sub-parallel,Transversal,Other,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1.708609178,2.35882344,0.461346651,NA,NA,NA,NA
Ca_1367,Cala,AU12,Chert,FALSE,0%,NA,Blank,Flakelet,Carinated,Optimal,Complete,15.19999981,9.899999619,2.299999952,2,0.200000003,Linear,Linear,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,Curved slightly,0,Trapezoidal,Convergent,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,9.999999851,4.304347749,1.535353575,NA,NA,NA,NA
Ca_1368,Cala,AU12,Unknown,TRUE,33-66%,Right,Blank,Bladelet,Maintenance,Maintenance,Complete,29.10000038,9.100000381,8.199999809,7.400000095,2.799999952,Cortical,Rectangular,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,0,Trapezoidal,Convergent,Unidirectional parallel,Unidirectional parallel,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.642857222,1.10975617,3.197802106,NA,NA,NA,NA
Ca_1369,Cala,AU12,Chert,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,13.19999981,15.60000038,2.299999952,4,1.299999952,Plain,Rectangular,FALSE,FALSE,FALSE,Absent,NA,TRUE,Pronounced,NA,Curved,0,Trapezoidal,Irregular,Unidirectional parallel,Unidirectional parallel,Irregular,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.07692319,6.782609002,0.846153813,NA,NA,NA,NA
Ca_1370,Cala,AU12,Chert,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,11.19999981,10.10000038,2.200000048,1.899999976,1.399999976,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,Straight,0,Flat,Convex,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1.357142863,4.590909165,1.10891083,NA,NA,NA,NA
Ca_1371,Cala,AU12,Chert,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,11,11.69999981,2.099999905,3,1.200000048,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Pronounced,NA,Curved,0,Lateral steep,Comma-like,Unidirectional parallel,Unidirectional parallel,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.499999901,5.571428734,0.940170955,NA,NA,NA,NA
Ca_1372,Cala,AU12,Chert,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,9.5,9.199999809,2.099999905,2.5,0.200000003,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved slightly,0,Trapezoidal,Convex,Unidirectional convergent,Unidirectional convergent,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,12.49999981,4.380952489,1.032608717,NA,NA,NA,NA
Ca_1373,Cala,AU12,Chert,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,10.60000038,8.699999809,1.299999952,2.099999905,0.300000012,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Straight,0,Trapezoidal,Comma-like,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,6.999999404,6.692307791,1.218390875,NA,NA,NA,NA
Ca_1374,Cala,AU12,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Carinated,Optimal,Complete,7.099999905,3.200000048,1.399999976,1.600000024,0.600000024,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Pronounced,NA,Straight,0,Triangular,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.6666666,2.285714359,2.218749937,NA,NA,NA,NA
Ca_1375,Cala,AU12,Chert,FALSE,0%,NA,Blank,Flake,Optimal production,Optimal,Complete,15.60000038,16.10000038,4,5.599999905,1.799999952,Plain,Oval,FALSE,TRUE,TRUE,Moderate,NA,FALSE,Absent,NA,Straight,0,Lateral steep,Irregular,Crossed,Other,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.111111141,4.025000095,0.9689441,NA,NA,NA,NA
Ca_1376,Cala,AU12,Chert,FALSE,0%,NA,Blank,Flake,Optimal production,Optimal,Complete,11.80000019,14.80000019,1.399999976,2.799999952,0.100000001,Linear,Linear,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,Straight,0,Flat,Sub-parallel,Unidirectional,Unidirectional parallel,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,27.99999911,10.57142889,0.7972973,NA,NA,NA,NA
Ca_1377,Cala,AU10,Radiolarite,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,16.10000038,23.5,4.300000191,4.5,1.5,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Pronounced,NA,Curved slightly,0,Trapezoidal,Irregular,Unidirectional parallel,Unidirectional parallel,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3,5.465116037,0.685106399,NA,NA,NA,NA
